Model,Make,Year,URL,Description,Image,Starting_Price,Pct_domestic_content
Rogue,Nissan,2022,https://www.caranddriver.com/nissan/rogue,"The 2022 Nissan Rogue offers attractive styling, modern interior tech, decent performance, and a practical cabin, but its handling won't excite enthusiast drivers.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-nissan-rogue-platinum-awd-110-1637108726.jpg,27875,0.2
Sentra,Nissan,2022,https://www.caranddriver.com/nissan/sentra,The Nissan Sentra is an undeniably stylish and notably comfortable compact sedan; it's just not as refined or satisfying to drive as the stars of this segment.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-nissan-sentra-120-1574102513.jpg,20485,0.15
Titan,Nissan,2022,https://www.caranddriver.com/nissan/titan,"The Nissan Titan has a stout V-8 and smart transmission as well as a hushed cabin with ultra-comfy seats, but it's still overshadowed by American alternatives.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-nissan-titan-207-1573822364.jpg,39000,0.5
Titan XD,Nissan,2022,https://www.caranddriver.com/nissan/titan-xd,"The Nissan Titan XD tows and hauls more than the regular Titan, and it rides better than heavy-duty rivals, but it's not as capable or configurable as they are.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-nissan-titan-xd-and-pro-4x-102-1571664847.jpg,48000,0.5
Versa,Nissan,2022,https://www.caranddriver.com/nissan/versa,"The Nissan Versa sedan isn't the most riveting machine, but it's affordable, attractive inside and out, and offers more safety tech than other subcompacts.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-nissan-versa-101-1555093621.jpg,16055,0.01
Kicks,Nissan,2021,https://www.caranddriver.com/nissan/kicks,"The 2021 Nissan Kicks is perfect for folks looking to make the switch from subcompact sedan to subcompact crossover, and as an added bonus it's practical.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-nissan-kicks-35-1607442145.jpg,20775,0.15
NV1500 / 2500 / 3500,Nissan,2021,https://www.caranddriver.com/nissan/nv1500-2500-3500,"One of the largest commercial vans on the market, the 2021 Nissan NV is a traditional full-size rear-wheel-drive van designed to meet the needs of businesses.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-nissan-nv-mmp-1-1606171075.jpg,32135,0.566666667
NV200,Nissan,2021,https://www.caranddriver.com/nissan/nv200,"Not to be confused with the full-size NV, the 2021 Nissan NV200 is a compact cargo van intended for light-duty projects and aimed at budget-conscious buyers.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-nissan-nv200-mmp-1-1610569961.jpg,24805,0.2
370Z,Nissan,2020,https://www.caranddriver.com/nissan/370z,"The 2020 Nissan 370Z is easy to drive enthusiastically and has great engine response, but this engaging rear-drive, two-seater is showing its age.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-nissan-z-mmp-1-1572295362.jpg,31040,0.290625
Sentra NISMO,Nissan,2019,https://www.caranddriver.com/nissan/sentra-nismo,"At Nissan, the word NISMO means add performance, and the Sentra NISMO follows that recipe - just barely.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-nissan-sentra-nismo-1557854624.jpg,26965,0.05
Versa Note,Nissan,2019,https://www.caranddriver.com/nissan/versa-note,"The 2019 Nissan Versa Note is among the most affordable vehicles sold in America, even though it's not the most appealing.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2015-nissan-versa-note-sr-mmp-1-1557254081.jpg,16545,0.01
Juke,Nissan,2017,https://www.caranddriver.com/nissan/juke,"The Juke puts the FUN in funky, making it perfect for those who want a spry and speedy little runabout that also stands out in traffic.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2015-nissan-juke-sl-101-1557851642.jpg,21225,0.290625
Juke NISMO / NISMO RS,Nissan,2017,https://www.caranddriver.com/nissan/juke-nismo-nismo-rs,"If you're looking to turn up the insanity on the standard and already-cheeky Juke, there's the NISMO and NISMO RS.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2014-nissan-juke-nismo-rs-photo-678718-s-986x603-1557851745.jpg,25805,0.01
Cube,Nissan,2014,https://www.caranddriver.com/nissan/cube,"Whimsical styling sets the Cube apart from its boxy competitors, but unfortunately, that's about all it has going for it.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2010-nissan-cube-s-photo-263683-s-986x603-1557851294.jpg,17725,0.290625
5,Polestar,2024,https://www.caranddriver.com/polestar/polestar-5,"With a futuristic design and eco-friendly attributes, the Polestar 5 will challenge luxury electric four-doors from Tesla, Lucid, Porsche, and Mercedes.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/polestar-5-17-1637683396.jpg,100000,0.01
Polestar 2,Polestar,2022,https://www.caranddriver.com/polestar/polestar-2,"The Polestar 2 is an all-electric hatchback with an eclectic design, but its beautiful cabin and intuitive infotainment system are more notable than its looks.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-polestar-2-mmp-1-1618595548.jpg,47200,0.475
Polestar 1,Polestar,2021,https://www.caranddriver.com/polestar/polestar-1,"The Polestar 1 looks exquisite, and limited numbers make it exclusive, but this beautiful 2+2 coupe comes with a lofty price tag and some notable flaws.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/polestar-1-gold-shas-9-1619110041.jpg,156500,0.475
Porsche 911 GT3,Porsche,2022,https://www.caranddriver.com/porsche/911-gt3-gt3-rs,"The racy GT3 rejoins the Porsche 911 lineup with a unique rear wing, a race-inspired front suspension, and a naturally aspirated flat-six with 502 horses.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porsche-911-gt3-pdk-36-1618931369.jpg,162450,0.01
718 Boxster,Porsche,2022,https://www.caranddriver.com/porsche/718-boxster,"The 2022 Porsche 718 Boxster's sport-tuned chassis helps it deliver perfectly balanced driving dynamics, and its engine lineup provides plenty of power.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/p20-0586-a3-rgb-1610471756.jpg,63950,0.0
718 Cayman,Porsche,2022,https://www.caranddriver.com/porsche/718-cayman,"It's not the most practical choice, but the 2022 Porsche 718 Cayman captures the same physical and emotional excitement of driving as a supercar does.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-718-cayman-gt4-107-1616160477.jpg,61850,0.0
911,Porsche,2022,https://www.caranddriver.com/porsche/911,"The Porsche 911 preserves its title as the quintessential sports car with its all-weather performance, sublime powertrains, and transcendent driving character.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porche-911-gts-47-1632250920.jpg,102550,0.0
Cayenne,Porsche,2022,https://www.caranddriver.com/porsche/cayenne,"The Porsche Cayenne offers a selection of  highly proficient powertrains and terrific driving traits, making it one of the best mid-size luxury SUVs on the road.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-cayenne-gts-coupe-101-1591378565.jpg,70350,0.0025
Cayenne Coupe,Porsche,2022,https://www.caranddriver.com/porsche/cayenne-coupe,"The Porsche Cayenne coupe is the fastback version of the regular SUV, and while it trades fashion for some functionality it's every bit as exciting to drive.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porsche-cayenne-turbo-gt-coupe-127-1624981538.jpg,78850,0.0025
Macan,Porsche,2022,https://www.caranddriver.com/porsche/macan,"With a refined chassis, strong turbo engines, and a comfy cabin, the 2022 Porsche Macan impresses on the track and at the store.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porsche-macan-s-107-1626714013.jpg,56250,0.0
Panamera,Porsche,2022,https://www.caranddriver.com/porsche/panamera,"It has the look and the performance of a Porsche, but the 2022 Panamera has four doors and a roomy trunk, which help make its case as a daily driver.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porsche-panamera-platinum-edition-1638293553.jpg,89750,0.00037037
Taycan,Porsche,2022,https://www.caranddriver.com/porsche/taycan,"With amazing, repeatable acceleration and a strong connection to Porsche's divine driving DNA, the Taycan sedan sets the EV benchmark for driver satisfaction.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porsche-taycan-mmp-1-1629842296.jpg,84050,0.0
911 Turbo,Porsche,2021,https://www.caranddriver.com/porsche/911-turbo-turbo-s,Few cars have as much heritage and pedigree as the 2021 Porsche 911 Turbo and Turbo S—and now they're even more powerful following a total redesign.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-911-turbo-s-coupe-101-1586288365.jpg,172150,0.0
Cayenne Turbo/Turbo S,Porsche,2021,https://www.caranddriver.com/porsche/cayenne-turbo-turbo-s,"The most powerful versions of the 2021 Porsche Cayenne wear the Turbo badge and are some of the hottest, best-performing SUVs on the market.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-cayenne-turbo-mmp-1-1605823574.jpg,129150,0.0025
Macan Turbo,Porsche,2021,https://www.caranddriver.com/porsche/macan-turbo,"With a thrilling twin-turbo V-6 and a clairvoyant chassis, the Porsche Macan Turbo delivers a transcendent driving experience unlike any other crossover.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-macan-turbo-mmp-1-1605284123.jpg,85950,0.0
Panamera Sport Turismo,Porsche,2022,https://www.caranddriver.com/porsche/panamera-sport-turismo,"With diverse powertrains and a sizable cargo hold, the Porsche Panamera Sport Turismo is a performance-oriented station wagon for people who love the brand.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-panamera-turbo-s-e-hybrid-sport-turismo-104-1607364578.jpg,100550,0.0
Panamera Turbo S,Porsche,2021,https://www.caranddriver.com/porsche/panamera-turbo-turbo-s,"At the top of the 2021 Porsche Panamera food chain are the quick and refined Turbo S models, with their six-figure price tags ensuring exclusivity.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-porsche-panamara-turbo-s-101-1600789259.jpg,179050,0.00037037
911 GT2 RS,Porsche,2019,https://www.caranddriver.com/porsche/911-gt2-rs,The 2019 Porsche 911 GT2 RS currently sits atop the performance hierarchy of the storied 911 nameplate.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2017/06/2018-Porsche-911-GT2-RS-102.jpg,294450,0.01
918,Porsche,2015,https://www.caranddriver.com/porsche/918,"It took Porsche years to develop a worthy successor to the vaunted Carrera GT supercar, but at last, the 918 is here, and it's a plug-in hybrid!",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/13q3/535605/2015-porsche-918-spyder-photo-536898-s-986x603.jpg,847975,0.00037037
1500 EV,Ram,2024,https://www.caranddriver.com/ram/1500-ev,"The 2024 Ram 1500 EV is the brand's first all-electric pickup, but it'll be released after the Ford F-150 Lightning and Chevy Silverado EV make their debuts.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/ram-1500-ev-render-1625777431.jpg,45000,0.566666667
1500,Ram,2022,https://www.caranddriver.com/ram/1500,"The 2022 Ram 1500 is fancier than every other half-ton pickup, but it's also a supremely capable and incredibly versatile example of the multitalented breed.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-ram-1500-backcountry-special-edition-104-1625851347.jpg,36195,0.566666667
TRX,Ram,2022,https://www.caranddriver.com/ram/1500-trx,"Hitting 60 mph in 3.7 seconds and begging to be jumped, the 702-hp Ram 1500 TRX is a badass behemoth that makes all other full-size trucks look like kids' toys.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-ram-trx-mmp-1-1633367728.jpg,75275,0.1875
Ram HD,Ram,2022,https://www.caranddriver.com/ram/2500-3500,"With huge torque and tow ratings, the Ram 2500 and 3500 are immensely capable, and their fancy cabins and smooth ride provide unparalleled levels of luxury.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/rm022-065tfhdu2cm04ok231po5b8sp8khuvh-1638483030.jpg,38845,0.51
ProMaster,Ram,2022,https://www.caranddriver.com/ram/promaster,"The Ram ProMaster isn't the prettiest or most capable full-size van, but it's highly configurable and has myriad active safety tech and infotainment features.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-ram-promaster-42-1629816281.jpg,33000,0.34
Dakota,Ram,2021,https://www.caranddriver.com/ram/dakota,Ram is expected to revive the Dakota nameplate with a forthcoming mid-size pickup that could be closely related to the recently released Jeep Gladiator.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-ram-midsize-pickup-final3-1-1559583572.jpg,30000,0.51
ProMaster City,Ram,2021,https://www.caranddriver.com/ram/promaster-city,"Sometimes a small van is the best choice for hauling cargo and ferrying passengers, and the 2021 ProMaster City is Ram's entry in this segment.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-ram-promaster-city-mmp-1-1598938167.jpg,27410,0.34
2500/3500,Ram,2019,https://www.caranddriver.com/ram/2500-3500-2019,The Ram 2500 and 3500 are brawny and brawnier heavy-duty pickup trucks that are built to handle everything from dirty jobs to family trips.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-ram-3500-limited-diesel-dually-102-1559052944.jpg,35340,0.51
R1S,Rivian,2022,https://www.caranddriver.com/rivian/r1s,"The 2022 Rivian R1S is an all-electric SUV, which promises modern styling, a luxurious cabin, plenty of tech, and long range.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/r1sgreen-fronnt3quarter-motion-dunesnyc-9970-1585938913.jpg,70000,
R1T,Rivian,2022,https://www.caranddriver.com/rivian/r1t,"The 2022 Rivian R1T is the first electric pickup to hit the market, and it does so with a splashy design and impressive driving range.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-rivian-r1t-04-1632522744.jpg,68145,
Rolls-Royce Spectre,Rolls-Royce,2024,https://www.caranddriver.com/rolls-royce/spectre,"Rolls-Royce is preparing to roll into the EV market with the upcoming 2021 Spectre coupe, which is expected to offer colossal power and an ultra-luxe cabin.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/rolls-royce-spectre-4-1632879832.jpg,350000,0.0
Ghost,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/ghost,"Rolls-Royce is widely recognized as a coachbuilder of ultra-luxurious rides for ultra-wealthy folks, and the 2022 Ghost sedan only bolsters that reputation.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-rolls-royce-ghost-black-badge-102-1635439026.jpg,315000,0.05
Phantom,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/phantom,"If the Mercedes-Benz S-class is the automotive equivalent of a first-class flight, the 2022 Rolls-Royce Phantom is a private jet with a chef and a massage therapist.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-rolls-royce-phantom-mmp-1-1634759496.jpg,460000,0.05
Cullinan,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/cullinan,"The Rolls-Royce Cullinan costs more than a quarter-million dollars, but with a palatial isolation chamber of an interior and a velvety and vivacious V-12, it actually seems worth the price.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-rolls-royce-cullinan-mmp-1-1639067623.jpg,336000,0.05
Dawn,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/dawn,"Like the rest of the lineup, the 2021 Rolls-Royce Dawn provides an opulent cabin—but with an alfresco twist that makes it perfect for wealthy sun worshippers.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-rolls-royce-dawn-mmp-1-1608324097.jpg,359250,0.05
Wraith,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/wraith,"The 2021 Rolls-Royce Wraith coupe exudes all the gravitas and refinement you'd expect from the British automaker, and it does so at a price that ensures exclusivity.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-rolls-royce-wraith-mmp-1-1606926586.jpg,343350,0.05
BRZ,Subaru,2022,https://www.caranddriver.com/subaru/brz,The next generation of Subaru's rear-wheel-drive BRZ sports car remains as driver-focused as ever while adding a bit more power.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-subaru-brz-43-1630281608.jpg,28955,0.26666666699999997
Solterra,Subaru,2023,https://www.caranddriver.com/subaru/solterra,"The Subaru Solterra is an all-electric, all-wheel-drive compact crossover that was co-developed with Toyota and shares its platform with the forthcoming bZ4X.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2023-subaru-solterra-115-1637090427.jpg,37000,0.38
Ascent,Subaru,2022,https://www.caranddriver.com/subaru/ascent,"The Subaru Ascent comes standard with all-wheel drive and myriad driver assists, but it's undermined by an uncouth powertrain and an unremarkable third row.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-suabru-ascent-mmp-1-1623782444.jpg,33420,0.5
Crosstrek,Subaru,2022,https://www.caranddriver.com/subaru/crosstrek,"When it comes to car-based crossovers, few brands do it quite like Subaru and the Crosstrek epitomizes the company's ethos in a neatly sized package.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-subaru-crosstrek-mmp-1-1638577219.jpg,23570,0.0
Forester,Subaru,2022,https://www.caranddriver.com/subaru/forester,"Subaru's standard all-wheel drive and outdoorsy image apply perfectly to the 2022 Forester, which offers a taller seating position than the similarly sized Outback wagon.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-subaru-forester-wilderness-210-1630518741.jpg,26320,0.475
Impreza,Subaru,2022,https://www.caranddriver.com/subaru/impreza,"Besides coming in both sedan and hatch body styles and having standard all-wheel-drive, the Subaru Impreza needs to up its game to sell.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-subaru-impreza-mmp-1-1624482155.jpg,19755,0.45
Legacy,Subaru,2022,https://www.caranddriver.com/subaru/legacy,"If Subaru's lifted and ruggedized Outback station wagon doesn't appeal to you, the brand's mechanically similar 2022 Legacy family sedan might do the trick.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-subaru-legacy-102-1571936197.jpg,23955,0.5
Outback,Subaru,2022,https://www.caranddriver.com/subaru/outback,"The 2022 Outback station wagon is based on an SUV-influenced formula that Subaru has made so successful, several automakers are now imitating it.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-subaru-outback-wilderness-107-1617043965.jpg,28070,0.5
WRX,Subaru,2022,https://www.caranddriver.com/subaru/wrx,"The next Subaru WRX looks to revitalize the image of this rally-inspired sport compact with more power, enhanced driving dynamics, and bolder styling.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-subaru-wrx-9-1631124812.jpg,30000,0.1875
WRX STI,Subaru,2021,https://www.caranddriver.com/subaru/wrx-sti,"The Subaru WRX STI is about the closest thing to a road-legal rally car, which is exciting for die-hard rally enthusiasts and exhausting for everyone else.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-suabru-wrx-sti-mmp-1-1597760372.jpg,38170,0.1875
Tribeca,Subaru,2014,https://www.caranddriver.com/subaru/tribeca,"The Subaru Tribeca offers a surprising amount of practicality, even if it's not especially fun to drive.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/35645/2008-subaru-tribeca-photo-37033-s-986x603.jpg,34920,0.26666666699999997
Cybertruck,Tesla,2023,https://www.caranddriver.com/tesla/cybertruck,"The Tesla Cybertruck looks like it was dropped off by an alien race, but it has the capabilities to challenge all of the top-selling pickup trucks.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-tesla-cyber-truck-mmp-1-1579127142.jpg,39900,0.6166666670000001
Model S,Tesla,2022,https://www.caranddriver.com/tesla/model-s,"Tesla's Model S was the first mass-market car to prove that EVs could be exciting to drive, eco-friendly, viable as daily transportation, and usable for long trips.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-tesla-model-s-plaid-mmp-1-1628541250.png,91190,0.6166666670000001
Model X,Tesla,2022,https://www.caranddriver.com/tesla/model-x,"Based on the brand's iconic Model S sedan, the 2022 Tesla Model X SUV wows with its top-hinged rear doors and impresses with its long range.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-model-x-mmp-1-copy-1639085674.jpg,106440,0.6166666670000001
Model 3,Tesla,2021,https://www.caranddriver.com/tesla/model-3,"Tesla has singlehandedly changed the electric-car landscape, and the 2021 Model 3 is the least expensive way to get one of these tech wonders in your driveway.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-tesla-model-3-mmp-1-1602871915.jpg,38690,0.6166666670000001
Model Y,Tesla,2021,https://www.caranddriver.com/tesla/model-y,"The latest from Tesla is the all-electric Model Y compact SUV, which shares its platform and most of its cabin with the Model 3 sedan but has more cargo space.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-tesla-model-y-mmp-1-1604701558.jpg,53190,0.6166666670000001
Roadster,Tesla,2023,https://www.caranddriver.com/tesla/roadster,"Touted to make its return to the lineup in 2023, the new Tesla Roadster picks up where the old model left off.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2017/11/Tesla-Roadster-103.jpg,200000,0.6166666670000001
GR 86,Toyota,2022,https://www.caranddriver.com/toyota/gr-86,"With a stick shift, rear-wheel drive, and a sharply tuned suspension, the 2022 Toyota 86 is set to carry the torch as the brand's affordable sports car.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-gr-86-102-1622508613.jpg,29000,0.282608696
bZ5X,Toyota,2024,https://www.caranddriver.com/toyota/bz5x,Toyota's bZ5X will be a three-row electric SUV similar in size and shape to the gas-powered Highlander crossover.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/20211214-bev-12-1639491073.jpg,50000,0.282608696
Compact Cruiser,Toyota,2024,https://www.caranddriver.com/toyota/compact-cruiser-ev,Toyota signals that it's about to flex its off-road muscle in the electric SUV vehicle segment with the Compact Cruiser EV Concept.  We Know So Far,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/20211214-bev-21-1639491060.jpg,35000,0.2
Tacoma Electric,Toyota,2024,https://www.caranddriver.com/toyota/tacoma-electric,Toyota's midsize Tacoma truck is likely to welcome an electric powertrain option a year or so after the gas-powered pickup debuts.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/20211214-bev-22-1639491053.jpg,50000,0.55
Tacoma,Toyota,2023,https://www.caranddriver.com/toyota/tacoma,The next-generation Toyota Tacoma pickup is expected to resemble the newly redesigned Tundra and add a turbo-four engine and coil-spring rear suspension.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/toyota-tacoma-trd-pro-001-copy-1633618807.jpg,28000,0.55
4Runner,Toyota,2022,https://www.caranddriver.com/toyota/4runner,"The Toyota 4Runner is an true off-road SUV with a roomy cabin and standard driver assists, but it's also very outdated and unrefined.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-4runner-trd-sport-102-1622508059.jpg,38020,0.0
Avalon,Toyota,2022,https://www.caranddriver.com/toyota/avalon,"As you'd expect from a full-size sedan, the Toyota Avalon provides a palatial back seat and a generously sized trunk, but it also has a few surprises in store.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-avalon-limited-awd-157-1615349156.jpg,37300,0.5
bZ4X,Toyota,2023,https://www.caranddriver.com/toyota/bz4x,"Toyota returns to the EV game with the 2022 bZ4X SUV, which will offer futuristic looks along with its all-electric powertrain.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-bz4x-101-1637027528.jpg,37000,0.05
Camry,Toyota,2022,https://www.caranddriver.com/toyota/camry,"The Toyota Camry has standard driver assists galore and multiple fuel-friendly powertrains, plus a reputation for reliability that makes it a compelling family sedan.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-camry-xse-blueprint-009-1637603214.jpg,26320,0.5
Corolla Cross,Toyota,2022,https://www.caranddriver.com/toyota/corolla-cross,"Although it borrows its name from the venerable Corolla compact car, the 2022 Toyota Corolla Cross is poised to take on a plethora of small-SUV rivals.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-corolla-cross-355-1639018378.jpg,23410,0.0
GR Corolla,Toyota,2022,https://www.caranddriver.com/toyota/gr-corolla,"Toyota's been working hard to shed its reputation for building boring cars, and the fiery 2022 GR Corolla hot hatchback should help.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-gr-corolla-rendering-1586540541.jpg,30000,0.15
Highlander,Toyota,2022,https://www.caranddriver.com/toyota/highlander,"Three-row SUVs are the modern-day equivalent of the old-school family station wagon, and the 2022 Toyota Highlander dutifully gets the job done.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-highlander-bronze-001-1-1622741872.jpg,36420,0.5
Prius,Toyota,2022,https://www.caranddriver.com/toyota/prius,"Despite boasting strong fuel-economy figures and available all-wheel drive, the Toyota Prius hatchback has fallen behind the competition.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/hero-my22-toyota-prius-nightshade-002-1624478867.jpg,25550,0.0
RAV4,Toyota,2022,https://www.caranddriver.com/toyota/rav4,"From spartan to swanky to outdoorsy, the 2022 Toyota RAV4 offers something for almost everyone—and its compact SUV body style offers plenty of flexibility.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-rav4-trd-offroad-003-scaled-1636723552.jpg,28000,0.6
RAV4 Hybrid,Toyota,2022,https://www.caranddriver.com/toyota/rav4-hybrid,"Toyota has applied the lessons learned from its Prius hybrid to the 2022 RAV4 Hybrid and RAV4 Prime PHEV, which compete in the hugely popular compact SUV class.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-rav4-se-hybrid-mmp-1-1636749125.jpg,30000,0.6
Sienna,Toyota,2022,https://www.caranddriver.com/toyota/sienna,"The 2022 Toyota Sienna's hunky styling was inspired by SUVs styling and it has a host of desirable features, but its hybrid powertrain makes it slower than other vans.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-sienna-mmp-1-1623864335.jpg,36000,0.45
Sequoia,Toyota,2022,https://www.caranddriver.com/toyota/sequoia,"The Toyota Sequoia has a big third row and copious standard driver-assistance tech, but it is otherwise outdated and lacks the refinement of modern rivals.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-sequoia-trd-pro-12-b2acf20e83ad4b33c4df05470ffe6dbb64480908-1636384296.jpg,51995,0.55
Supra,Toyota,2022,https://www.caranddriver.com/toyota/supra,"Pay no mind to the fact that the 2022 Toyota Supra shares much of its chassis and powertrains with the BMW Z4, as it offers its own distinct personality.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-gr-supra-a91-cf-103-1622508874.jpg,44215,0.05
Tundra,Toyota,2022,https://www.caranddriver.com/toyota/tundra,"The next generation of the Toyota Tundra finally arrives with a bolder design, a modernized interior, and a twin-turbo V-6 with a more powerful hybrid option.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-toyota-tundra-limited-125-1631806093.jpg,37645,0.65
C-HR,Toyota,2021,https://www.caranddriver.com/toyota/c-hr,"Its wild styling, coupe-like body, and bright exterior-color choices will earn the 2021 C-HR plenty of admiring looks, but from behind the wheel it's a bore.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-c-hr-mmp-1-1597934522.jpeg,22910,0.0
Corolla,Toyota,2021,https://www.caranddriver.com/toyota/corolla,"The Toyota Corolla sedan and hatchback aren't the most exciting compacts, but they're attractively designed and equipped with a host of desirable features.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-toyota-corolla-se-apex-mmp-1-1601668779.jpg,21050,0.15
