Model,Make,Year,URL,Description,Pct_domestic_content
IS,Lexus,2022,https://www.caranddriver.com/lexus/is,Sharply creased sheetmetal and furrowed headlamps give the 2022 Lexus IS an aggressive appearance that will help it stand apart from the sports-sedan crowd.,0.05
LC,Lexus,2022,https://www.caranddriver.com/lexus/lc,"Even though the 2022 Lexus LC has looks to kill, its handling is more luxury car than exotic sports car, putting it out of step with similarly priced rivals.",0
LS,Lexus,2022,https://www.caranddriver.com/lexus/ls,"The LS is the sedan that launched the Lexus brand but the 2022 model, despite a sharp suit of clothes and up-to-date tech, has a hard time living up to the reputation of the 1990 original. ",0
LQ,Lexus,2022,https://www.caranddriver.com/lexus/lq,"The 2022 Lexus LQ promises to buttress the company's reputation for producing luxurious crossovers, and could well become the brand's high-riding flagship.",0.095
LX,Lexus,2022,https://www.caranddriver.com/lexus/lx,"Few SUVs are at home on the trails as they are pulling up to the red carpet, but the new-for-2022 Lexus LX600 is among them. ",0
NX,Lexus,2022,https://www.caranddriver.com/lexus/nx,"Lexus's popular NX crossover sees a full redesign for the 2022 model year, with two gasoline engine options plus two hybrids, one of which is a plug-in. ",0.05
RC,Lexus,2022,https://www.caranddriver.com/lexus/rc,"One look at the 2022 Lexus RC is enough to get you revved up for a thrilling test drive, but from behind the wheel this sporty-looking coupe is anything but.",0
RX,Lexus,2022,https://www.caranddriver.com/lexus/rx,"The 2022 Lexus RX might look aggressive and sporty, but its character is instead relaxed and comfortable, making it a perfect choice for cruising.",0.1875
UX,Lexus,2022,https://www.caranddriver.com/lexus/ux,"The Lexus UX200 and hybrid UX250h are smaller and nimbler than other subcompact luxury crossovers, but they're also plagued by myriad compromises. ",0.025
RC F,Lexus,2021,https://www.caranddriver.com/lexus/rc-f,"The 2021 Lexus RC F is the high-performance variant of the company's sleek luxury coupe, and it backs up its dramatic styling with a potent 472-hp V-8.",0
GS,Lexus,2020,https://www.caranddriver.com/lexus/gs,"With its large trunk and smooth handling, the 2020 Lexus GS offers ample utility and comfort. ",0.095
GS F,Lexus,2020,https://www.caranddriver.com/lexus/gs-f,"The last car in this class utilizing a naturally aspirated V-8, the luxurious GS F firmly plants Lexus in the battle for performance sports sedan superiority. ",0.095
CT,Lexus,2017,https://www.caranddriver.com/lexus/ct,If you're into the relentless pursuit of fuel efficiency—but you can't take the doorstop style of the Toyota Prius—the CT200h may be what you seek.,0.095
IS F,Lexus,2014,https://www.caranddriver.com/lexus/is-f,"Lexus's answer to the BMW M3 sedan, the IS F, arrives in 2014 with only minor trim changes, even as lesser IS sedan models received a redesign.",0.05
HS,Lexus,2012,https://www.caranddriver.com/lexus/hs,"The first hybrid-only luxury car, the HS250h is a compact five-seater using the powertrain from the Camry hybrid.",0.095
LFA,Lexus,2012,https://www.caranddriver.com/lexus/lfa,"If you've ever wondered what it would be like if Toyota took on Ferrari, the LFA is your answer.",0.095
SC,Lexus,2010,https://www.caranddriver.com/lexus/sc,"Dating to 2002, this luxury convertible was once highly original and avant garde but is now aged and selling in low numbers.",0.095
Mark E,Lincoln,2022,https://www.caranddriver.com/lincoln/mark-e,"The next step in Lincoln's modernization plan is the Mark E electric SUV, which should happen in 2022 but will no longer be built on upstart Rivian's novel skateboard platform. ",0.383333333
Corsair,Lincoln,2022,https://www.caranddriver.com/lincoln/corsair,"The 2022 Corsair distills Lincoln's take on luxury down to the compact-SUV class, where it's one of only a few American nameplates to choose from.",0.01
Aviator,Lincoln,2022,https://www.caranddriver.com/lincoln/aviator,The handsome and polished mid-size Aviator SUV offers the trappings of the huge Navigator in a package that will fit better in your garage. ,0.383333333
Nautilus,Lincoln,2022,https://www.caranddriver.com/lincoln/nautilus,"The death of the Continental and MKZ means Lincoln is now selling only SUVs, and the 2022 Nautilus reminds us most of the brand's big, soft-riding four-doors. ",0.4
Navigator,Lincoln,2022,https://www.caranddriver.com/lincoln/navigator,"As the crown jewel in Lincoln's SUV lineup, the 2022 Navigator sets the standard of luxury for the brand while proving that it's more than just an upfitted Ford.",0.5
Continental,Lincoln,2020,https://www.caranddriver.com/lincoln/continental,"Going head-to-head with the leaders of the luxury-sedan segment only serves to highlight the Continental's missteps, but it still looks good and pampers passengers. ",0
MKZ,Lincoln,2020,https://www.caranddriver.com/lincoln/mkz,"With a terrific twin-turbo V-6 option and an eminently comfy interior, the MKZ IS a quick and serene cruiser that has some unrefined quirks. ",0.383333333
MKC,Lincoln,2019,https://www.caranddriver.com/lincoln/mkc,"The MKC is based on the Ford Escape, but few will mistake it—with its elegant sheetmetal, nicer cabin, and distinctive grille—for its mainstream sibling.",0.383333333
MKT,Lincoln,2019,https://www.caranddriver.com/lincoln/mkt,"Stylistically divergent from the Ford Flex with which it shares a platform, the MKT is equally spacious and comfortable.",0.383333333
MKX,Lincoln,2017,https://www.caranddriver.com/lincoln/mkx,The MKX pairs stylish sheetmetal with high levels of standard features to help set it apart from the crossover crowd.,0.383333333
MKS,Lincoln,2016,https://www.caranddriver.com/lincoln/mks,"Based on the Ford Taurus, the MKS is the luxury car you're likely to be upgraded to the next time you are at Hertz.",0.383333333
Town Car,Lincoln,2011,https://www.caranddriver.com/lincoln/town-car,"A traditional rear-wheel-drive, V-8–powered, six-passenger, full-size sedan, the Town Car is a favorite of livery drivers and retirees because of its space and creamy ride.",0.383333333
Endurance,Lordstown,2022,https://www.caranddriver.com/lordstown/endurance,"With a claimed 600 horsepower and an estimated range of about 250 miles, the Lordstown Endurance could be the first electric pickup truck on the market.",
Evora GT,Lotus,2021,https://www.caranddriver.com/lotus/evora-gt,"The Lotus Evora GT is a raw mid-engine sports car that triggers a driver's emotions with its supercharged V-6, lightweight composition, and lively controls. ",
Emira,Lotus,2023,https://www.caranddriver.com/lotus/emira,The Lotus Emira is a pretty sports car and the company's final nameplate with an internal combustion engine before the iconic brand goes entirely electric. ,
Evija,Lotus,2022,https://www.caranddriver.com/lotus/evija,"With almost 2000 horses on tap, the Lotus Evija is an electrified hypercar that takes power and performance to new heights.    ",
Evora 400,Lotus,2019,https://www.caranddriver.com/lotus/evora-400-2019,"With its lightweight chassis of bonded aluminum, supple suspension, and mid-engine layout, there's nothing ordinary about the 2019 Evora 400.",
Elise,Lotus,2011,https://www.caranddriver.com/lotus/elise,The Elise is a pure-driving roadster not for the faint of heart.,
Exige,Lotus,2011,https://www.caranddriver.com/lotus/exige,The Exige is a track-ready missile that share its chassis and interior with the Elise.,
Gravity,Lucid Motors,2022,https://www.caranddriver.com/lucid-motors/gravity,"Electric-vehicle manufacturer Lucid Motors is working on the Project Gravity SUV concept, which is expected to share much of its underpinnings with the just-revealed Air sedan.",
Air,Lucid Motors,2022,https://www.caranddriver.com/lucid-motors/air,This luxurious electric sedan aims to redefine the genre and compete against alternatives such as the Tesla Model S. ,
Grecale,Maserati,2022,https://www.caranddriver.com/maserati/grecale,The Maserati Grecale is an upcoming compact SUV with a set of diverse powertrains that could help return the Italian automaker to mainstream relevance. ,0.026666667
Ghibli,Maserati,2022,https://www.caranddriver.com/maserati/ghibli,"With a twin-turbocharged V-6 or V-8 engine under its shapely hood, the 2022 Maserati Ghibli is the Italian thoroughbred of the mid-size luxury sedan marketplace. ",0.03
GranTurismo,Maserati,2022,https://www.caranddriver.com/maserati/granturismo,"Maserati is giving the world a sexy gift in the form of the 2022 GranTurismo sports car, which we hope channels the gorgeous Alfieri concept. ",0.05
MC20,Maserati,2022,https://www.caranddriver.com/maserati/mc20,The MC20 is an all-new exotic sports car for the Maserati lineup and serves as a signal that the brand will return to its roots by focusing on performance. ,0.026666667
Levante,Maserati,2022,https://www.caranddriver.com/maserati/levante,"With seductive bodywork and a quartet of hot-blooded engines to choose from, the 2022 Maserati Levante screams Italian exclusivity.",0.02
Quattroporte,Maserati,2022,https://www.caranddriver.com/maserati/quattroporte,"In Italian, Quattroporte means ""four doors,"" but you don't need to speak the language to appreciate the 2021 Maserati Quattroporte's dramatic flair.",0.01
Mazda CX-5,Mazda,2022,https://www.caranddriver.com/mazda/cx-5,"The Mazda CX-5 has many qualities of a luxury model at a mainstream price, plus great driving dynamics, which is why it outclasses every other compact SUV. ",0
CX-50,Mazda,2023,https://www.caranddriver.com/mazda/cx-50,"Mazda's second compact SUV model, the 2023 CX-50, will join the lineup soon, giving buyers another stylish and fun-to-drive option in a staid segment.",0.01875
Mazda 3,Mazda,2021,https://www.caranddriver.com/mazda/mazda-3,The 2021 Mazda 3 sedan and hatchback continue to defy economy-car stereotypes with their affordable price and numerous luxury touches. ,0
Mazda 6,Mazda,2021,https://www.caranddriver.com/mazda/mazda-6,"More than any other family sedan, the Mazda 6 exudes an upper-class aura that encompasses its elegant styling, library-like cabin, and charming driving manners.",0
Mazda CX-3,Mazda,2021,https://www.caranddriver.com/mazda/cx-3,"Forget the practical reasons to buy a subcompact crossover and focus on the emotional ones, which will lead you to the 2021 Mazda CX-3.",0
Mazda CX-30,Mazda,2021,https://www.caranddriver.com/mazda/cx-30,"The CX-30 takes everything we love about the Mazda 3 hatchback and gives it an SUV makeover, which catapults it to the head of the small-crossover class. ",0
Mazda CX-9,Mazda,2021,https://www.caranddriver.com/mazda/cx-9,"As much as we'd all love to have a Miata for our daily driver, if your life requires you drive an SUV, know that the 2021 Mazda CX-9 channels the brand's engaging driving character. ",0
Mazda MX-30,Mazda,2022,https://www.caranddriver.com/mazda/mx-30,"Mazda is dipping its toe into the electric-vehicle wading pool with the all-new MX-30 SUV, which sports dashing good looks and an all-natural interior. ",0
Mazda MX-5 Miata,Mazda,2021,https://www.caranddriver.com/mazda/mx-5-miata,"Since its debut in 1989, the Mazda MX-5 Miata has been beloved by drivers, and for 2021 this automotive icon continues to be the focused sports car we love. ",0
Mazda 5,Mazda,2015,https://www.caranddriver.com/mazda/mazda-5,This micro-van packs Japanese-style efficiency into a fun-to-drive package with seats for six; those who find regular minivans too bulky will be especially appreciative.,0
Mazda 2,Mazda,2014,https://www.caranddriver.com/mazda/mazda-2,"The Mazda 2 is not quite as spacious inside as the Honda Fit, but it offers a sporty and lightweight feel that we really enjoy.",0
Mazda Mazdaspeed 3,Mazda,2013,https://www.caranddriver.com/mazda/mazdaspeed-3,"A Mazda 3 five-door with 263 turbocharged horsepower, a stiffer suspension, stickier tires, and sporty seats, the Mazdaspeed 3 is a central player in the hot-hatch fraternity.",0
Mazda CX-7,Mazda,2012,https://www.caranddriver.com/mazda/cx-7,"A stylish suburban wagon that helped pioneer the recent direction of crossover SUVs, the CX-7 is for small families wanting street handling more than off-road prowess.",0
Mazda RX-8,Mazda,2011,https://www.caranddriver.com/mazda/rx-8,"A unique sports car in many ways, the RX-8 is a two-plus-two with half-doors for easier access to the rear seats and a rotary engine underhood.",0.1875
Mazda Tribute,Mazda,2011,https://www.caranddriver.com/mazda/tribute,The Tribute is an honest trucklet that shares its mechanicals with the Ford Escape.,0
Artura,McLaren,2022,https://www.caranddriver.com/mclaren/artura,"The McLaren Artura introduces a new era for the British supercar maker with a more interesting name, a new lightweight platform, and a hybridized powertrain.  ",
720S,McLaren,2021,https://www.caranddriver.com/mclaren/720s,"The McLaren 720S coupe and convertible aren't the company's most exotic machines, but they're certainly two of the most beautiful and soul-satisfying to drive. ",
765LT,McLaren,2021,https://www.caranddriver.com/mclaren/765lt,"The 2021 McLaren 765LT is a lighter, longer, and quicker version of the 720S, but the Longtail version is also emptier, nosier, and pricier. ",
Elva,McLaren,2021,https://www.caranddriver.com/mclaren/elva,"The Elva ditches its windshield to deliver a purer driving experience, and the company will make just 399 examples of this dazzling speedster. ",
570S,McLaren,2020,https://www.caranddriver.com/mclaren/570s-570gt,"The 2020 570S may be an affordable alternative to true supercars, but it pulls heartstrings and spikes heart rates alongside the most sought-after exotics. ",
600LT,McLaren,2020,https://www.caranddriver.com/mclaren/600lt,"If you worship at the altar of speed, there's a car built just for you: the 600LT Spider.  ",
Senna,McLaren,2020,https://www.caranddriver.com/mclaren/senna,"Swift and thunderous, the Senna is a hypercar built to run circles—quite literally—around its competition at the track. ",
Speedtail,McLaren,2020,https://www.caranddriver.com/mclaren/speedtail,"Rare, stylized, and exotic, the 2020 McLaren Speedtail sets the pace for all other hypercars. ",
650S,McLaren,2016,https://www.caranddriver.com/mclaren/650s,"The 650S may look like a face-lifted 12C, but there's a lot more to it: The revised styling pays tribute to the P1 hybrid, the body tub is lighter, and about 25 percent of the parts are new.",
12C,McLaren,2014,https://www.caranddriver.com/mclaren/12c,"The McLaren 12C may not look as exotic as a Ferrari 458, and unless you're a racing fan, the McLaren name may not mean much, but the 12C is nonetheless a bona fide supercar.",
P1,McLaren,2014,https://www.caranddriver.com/mclaren/p1,"The P1 is a superhero among supercars: supermodel shapely, heroically powerful, stratospherically expensive, and - here's the one drawback - unavailable.",
MP4-12C,McLaren,2012,https://www.caranddriver.com/mclaren/mp4-12c,Want to make that smug jerk at the country club with the Ferrari 458 shut up? Buy one of these.,
EQS,Mercedes-AMG,2023,https://www.caranddriver.com/mercedes-amg/eqs53,"AMG turns up the volume on the Mercedes EQS electric luxury sedan, adding more power and a slightly more aggressive appearance inside and out. ",0.120384615
CLA-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/cla35-cla45,"Although they live at the small end of the 2022 Mercedes-AMG lineup, the 302-hp CLA35 and the 382-hp CLA45 deserve serious street cred. ",0.02
E53,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/e53,"Effortlessly elegant and remarkably sporty with a high high-tech interior, every Mercedes-AMG E53 has the uncanny ability to impress almost everyone. ",0.120384615
GLA-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gla35-gla45,"The performance-tuning geniuses at AMG have been tasked with hot-rodding every Mercedes model, and the 2022 GLA-class is the brand's latest creation. ",0.02
GLB-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/glb35,"Mercedes-AMG has worked its high-performance magic on the GLB-class SUV, giving it more athletic styling and adding a turbo four-cylinder making 302 horsepower.",0
GLC43 / GLC63 / GLC63 S,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/glc43-4matic-glc63-4matic,"Mercedes-AMG juiced up the standard GLC-class to create the 2022 GLC43, GLC63, and GLC63 S performance SUVs, and the results speak for themselves",0
GT43 / GT53 / GT63,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gt43-gt53-gt63,"The Mercedes-AMG lineup of thrilling GT four-doors emulates the company's ballistic GT sports cars, but allows you to share the excitement with seating for up to five. ",0.12
SL-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/sl55-sl63,"Mercedes is giving its iconic SL-class convertible a fresh start for 2022 with new styling, modern powertrains, a folding fabric roof, and a host of tech features. ",0
A35,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/a35,"Sitting at the bottom of Mercedes-AMG's lineup, the 2021 A35 gives first-time luxury-car buyers a taste of what the premium-sports-sedan sector has to offer. ",0.120384615
C43,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/c43,"As a midway point between the Benz-branded C300 and the raucous AMG C63, the 2021 Mercedes-AMG C43 hits the sweet spot, nicely blending civility and athleticism.",0.120384615
C63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/c63,"It's getting harder to find a car in the compact-luxury class with ridiculous levels of performance, but the 2021 Mercedes-AMG C63 is a delightful option. ",0.120384615
CLS53,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/cls53-4matic,"Along with seamless technology and a sophisticated cabin, the CLS53 has more muscle than the standard CLS and swoopier styling than the AMG E53 sedan. ",0.01
E63 S,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/e63-s-4matic,"The Mercedes-AMG E63 S sedan accelerates like a SpaceX rocket and pampers like a spa day, delivering incredible performance and phenomenal luxury in the process. ",0.120384615
E63 S Wagon,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/e63-s-wagon,"Along with a rhapsodic exhaust and palatial cabin, the E63 S wagon drives great, accelerates like a supercar, and can haul a family. What else do you need?",0.120384615
G63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/g63,"If you've ever wanted an SUV that can do it all, the 2021 Mercedes-AMG G63 4Matic comes awfully close—but its on- and off-road capability doesn't come cheap.",0.120384615
GLC-Class Coupe,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/glc43-coupe-glc63-coupe,"If the regular squareback SUV doesn't offer enough pizzazz for you, the Mercedes-AMG GLC-class Coupe may have that extra splash of style you're looking for.",0
GLE-Class,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/gle53-4matic-gle63-4matic,"With a truly luxurious cabin and two excellent twin-turbo engines, the GLE53 and GLE63 S are hotter versions of their milder Benz equivalents. ",0
GLS-Class,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/gls63-4matic,"The 2021 GLS63 is Mercedes-AMG's ultimate muscle SUV, with brutal horsepower and S-class interior refinement. ",0
S63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/s63,The Mercedes-AMG S63 coupe and cabriolet are ultra-classy two-doors with an ultra-powerful twin-turbo V-8 that generates 603 horsepower. ,0.01
GT53/GT63,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/gt53-gt63-2020,"With awesome power and performance; sexy, swoopy design; and a futuristic interior, AMG's GT53 and GT63 deliver an inspired combination of design, performance, and practicality. ",0.12
S63/S65,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/s63-s65-2020,"With deluxe interiors and potent performance, the S63 and S65 are at the pinnacle of the luxury-car segment. ",0.01
SLC43,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/slc43,The SLC43 delivers the sexy styling and thrilling handling you expect from a luxury roadster. ,0
CLA45,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/cla45-4matic-2019,Aggressive aerodynamics and a rude exhaust note are telltale signs that the CLA beside you in traffic has been massaged by AMG.,0.02
GLE43 / GLE63,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gle43-4matic-gle63-4matic-2019,"Based on the mid-size Mercedes-Benz GLE-class, the AMG versions have been tweaked by the company's performance division for zestier results.",0.578333334
GLE43 Coupe / GLE63 S Coupe,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gle43-coupe-4matic-gle63-s-coupe-4matic,"In a world of boxy crossovers, the fastback GLE43 and GLE63 S are welcome peculiarities.",0.578333334
GT R,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gt-r-gt-r-pro-2019,"If the regular Mercedes-AMG GT is the three-pointed star's equivalent to the Porsche 911, the GT R is the track-focused equivalent to the 911 GT3.",0.12
SL63 / SL65,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/sl63-sl65-2019,These AMG twins are the high-performance roadsters for those who refuse to settle for anything less than awesome.,0.120384615
CLS63 S,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/cls63-s-4matic,"Whenever you add the letters AMG to a Mercedes model, you are sure to get breathtaking performance, and the CLS63 AMG is no exception.",0.01
E43,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/e43-2018,"The 2018 Mercedes-AMG E43 has a luxurious cabin, strong engine performance, and steering responsiveness that rank it above the competition.",0.120384615
G63/G65,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/g63-g65-2018,"Don't even try to make sense of Mercedes-AMG's G63 and G65 SUVs, which come with up to 621 horsepower, luxury-class features and finishes, and dizzying prices.",0.120384615
GLC43 / GLC63,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/glc43-2018,The 2018 Mercedes-AMG GLC43 and GLC63 dish out performance to spare in a stylish yet luxurious package.,0
GLS63,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/gls63-2018,The Mercedes-AMG GLS63 will suit buyers who want a three-row luxury SUV that can out-drag many performance cars.,0.01
GT C / GT C Roadster / GT R,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/gt-c-gt-c-roadster-gt-r-2018,"The 2018 GT C and GT R models combine luxury and style with blistering performance, but they're not for the faint of heart.",0.12
GLC43 / GLC43 Coupe,Mercedes-AMG,2017,https://www.caranddriver.com/mercedes-amg/glc43-glc43-coupe-2017,"Other sporty SUVs may offer more practicality, but the GLC43 models will impress driving enthusiasts with their performance.",0
GLE43 / GLE43 Coupe,Mercedes-AMG,2017,https://www.caranddriver.com/mercedes-amg/gle43-gle43-coupe-2017,The zesty AMG GLE43 models will appeal to enthusiasts looking to spice up their daily drives.,0.578333334
GL63,Mercedes-AMG,2016,https://www.caranddriver.com/mercedes-amg/gl63,"The top-flight GL63 AMG is built for those who crave performance, luxury, and exclusivity—you know, the good things in life.",0.120384615
C-Class,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/c-class,A fully redesigned and thoroughly modernized 2022 Mercedes-Benz C-class is being readied and should launch sometime in the 2021 calendar year. ,0.021111111
EQG,Mercedes-Benz,2024,https://www.caranddriver.com/mercedes-benz/eqg,"Mercedes is future-proofing the iconic G-class by creating the EQG, keeping the off-road chops but replacing the V-8 engine with electric motors and batteries. ",0.120384615
CLE-Class,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/cle-class,"Rather than continuing to sell both C-class and E-class convertibles, Mercedes-Benz is expected to combine both into the new 2023 CLE-class Cabriolet. ",0
EQB,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/eqb,"The 2023 EQB, borrowing its body from the GLB-class SUV, should be among the first SUVs from Mercedes-Benz's new EQ subbrand and a boxier alternative to the EQA.",0.120384615
EQE,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/eqe,The all-electric Mercedes-Benz EQE is set to challenge Tesla and other makers of luxury sedans in the burgeoning electric-vehicle market. ,0.120384615
GLC-class,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/glc-class,"With a fresh design, more advanced tech features, and additional luxury touches, the all-new 2023 Mercedes-Benz GLC-class SUV is shaping up to be winner. ",0
CLS-Class,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/cls-class,"With a coupe-like profile that gives it a handsome appearance, the Mercedes-Benz CLS450 sedan sacrifices cargo and passenger space for vanity's sake.",0
E-Class,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/e-class,The Mercedes-Benz E-class can be had with two doors or four and a hard top or soft top—but every version is technologically advanced and unquestionably opulent. ,0
E-Class Wagon,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/e-class-wagon,"The 2022 Mercedes-Benz E-class All-Terrain wagon's key attributes are there for all to see. It's practical, great-looking, luxurious, and rare.",0
EQA,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/eqa,"As part of Mercedes's EQ subbrand, the EQA is an all-electric subcompact luxury crossover that's based on the GLA-class and possibly slated for sale in the U.S.",0.120384615
GLC Coupe,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/glc-coupe,"The Mercedes-Benz GLC300 coupe has many characteristics of a high-riding SUV, but its fastback roofline provides a striking design, albeit with compromises.",0
A-Class,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/a-class,"Entry-level models provide shoppers with an affordably priced way into a luxury brand's lineup, and the 2021 A-class is no different for Mercedes-Benz. ",0.02
EQC,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/eqc,"The Mercedes-Benz EQC wasn't the quickest pick in its class, but it would have been an excellent choice for an electrified SUV that rates highly for comfort and luxury.",0.120384615
G-class,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/g-class,"With a hallowed history and a hefty price tag, the unmistakable Mercedes-Benz G-class allows the affluent to showcase their riches on and off the beaten path.",0
Metris,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/metris,The Metris has the sophistication expected from a Mercedes and the capabilities needed from a work van.,0.05
S-Class,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/s-class,The all-new Mercedes-Benz S-class is poised to further solidify its reputation as the ultimate luxury car with even greater refinement and more technology.,0
Sprinter,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/sprinter,"With a long list of variations as well as desirable safety and technology features, the Mercedes-Benz Sprinter is a full-size van with impressive versatility. ",0.120384615
SLC-Class,Mercedes-Benz,2020,https://www.caranddriver.com/mercedes-benz/slc-class,"More than just a handsome face, the SLC-class delivers thrilling handling and essential driver-assistance features. ",0
C-class Coupe and Cabriolet,Mercedes-Benz,2018,https://www.caranddriver.com/mercedes-benz/c-class-coupe-and-cabriolet-2018,"If you love the Mercedes-Benz S-class but want something smaller and more affordable, the C-class coupe and cabriolet aren't likely to disappoint.",0.05
E-class Coupe and Cabriolet,Mercedes-Benz,2018,https://www.caranddriver.com/mercedes-benz/e-class-coupe-and-cabriolet-2018,The 2018 Mercedes-Benz E-class coupe and cabriolet offer S-class luxury and features at a scaled down size and price.,0.05
B-class Electric Drive,Mercedes-Benz,2017,https://www.caranddriver.com/mercedes-benz/b-class-electric-drive,"The B-class puts some juice into the legendary three-pointed star, making for a truly electrifying experience.",0
SLK-class,Mercedes-Benz,2016,https://www.caranddriver.com/mercedes-benz/slk-class,"With two seats, a luxurious interior, and a standard retractable hardtop, the SLK is like a scaled-down SL-class for around half the price.",0
G63 / G65 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/g63-g65-amg,"Crazy expensive, hugely powerful, and anachronistic in looks, this is not for the shy.",0
GLK-class,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/glk-class,"To keep it fresh in a crowded segment, the GLK receives a face lift, an upgraded interior, and a more powerful V-6 with fuel-saving stop-start technology.",0
M-class,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/m-class,"There's much to like about the M-class—the first-rate cabin, modern tech, and towing ability—but those seeking something sporty should keep looking.",0
ML63 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/ml63-amg,"At about twice the cost of a base ML350, the ML63 AMG requires a big outlay to enjoy its prodigious power and exclusivity.",0
S63 / S65 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/s63-s65-amg,Behold these Teutonic chariots that mix sumptuous luxury with earth-shaking power.,0.01
SLK55 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/slk55-amg,"Underneath the SLK55's long, handsome hood dwells a hand-built 5.",0.55
SLS AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/sls-amg,The SLS AMG GT is an incredibly fast and rare supercar that harkens back to the Gullwings of yore.,0
C63 AMG,Mercedes-Benz,2014,https://www.caranddriver.com/mercedes-benz/c63-amg,"The C63 AMG coupe is the final place of refuge for Benz's 451-hp, naturally aspirated 6.",0
CL-class,Mercedes-Benz,2014,https://www.caranddriver.com/mercedes-benz/cl-class,"Proud, indomitable, utterly stable and intimidating, Benz's big coupes should come with a Swiss bank account and diplomatic immunity.",0
CL63 / CL65 AMG,Mercedes-Benz,2014,https://www.caranddriver.com/mercedes-benz/cl63-cl65-amg,"They're more like road-bound private jets than two-door coupes: big, thundering on the outside (but quiet inside), and relentless.",0
F-cell,Mercedes-Benz,2013,https://www.caranddriver.com/mercedes-benz/f-cell,"Based on the last-generation Mercedes-Benz B-class, the hydrogen-powered F-cell is an electric mini-minivan fueled by compressed hydrogen.",0.120384615
R-class,Mercedes-Benz,2012,https://www.caranddriver.com/mercedes-benz/r-class,"The R-class is a luxurious, if slightly weird, way to move up to seven people.",0
CLK-class,Mercedes-Benz,2009,https://www.caranddriver.com/mercedes-benz/clk-class,"The CLK-class offers style, comfort, speed, and a decent rear seat but at a price that exceeds that of rivals.",0
SLR-class,Mercedes-Benz,2009,https://www.caranddriver.com/mercedes-benz/slr-class,"Originally sold as a coupe, the SLR is now available only as a roadster.",0
